nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004031	Brian Hughes	\N	\N	casting_director,casting_department,visual_effects	tt0207826,tt0265944,tt0163596,tt0144146
nm0004032	Thom Powers	1967	\N	producer,director,writer	tt0463322,tt0295772,tt0117025,tt0486531
nm0004033	Diego Quemada-Díez	1969	\N	camera_department,cinematographer,writer	tt0387131,tt0310197,tt2042583,tt0816201
nm0004034	Elizabeth Holder	\N	\N	producer,director,miscellaneous	tt0108065,tt0113845,tt1070874,tt0243022
nm0004035	Alessandra Carlino	\N	\N	visual_effects,editorial_department,editor	tt0115759,tt0120461,tt0120685,tt0327850
nm0004036	Roger Dertinger	1973	\N	art_department,actor,cinematographer	tt0204679,tt0450340,tt0762104,tt0367631
nm0004037	Suzanne Nicell	\N	\N	miscellaneous,assistant_director,costume_department	tt0107207,tt0288045,tt0375154,tt0430308
nm0004038	Jack S. Schlosser	\N	\N	camera_department	tt0120877,tt0116629,tt0107290,tt0093300
nm0004039	Larry A. Thompson	1944	\N	producer,miscellaneous,manager	tt2375255,tt1559025,tt0087100,tt2937530
nm0004040	Michael Condro	\N	\N	camera_department,visual_effects,cinematographer	tt2253976,tt0117731,tt0120461,tt0111257
nm0004041	David J. McGraw	1954	\N	camera_department,visual_effects,miscellaneous	tt0377062,tt0431197,tt0368891,tt0417148
nm0004042	Victor Galvis	\N	\N	camera_department	tt0110803,tt0119695,tt0160127,tt0117539
nm0004043	George Zaloom	\N	\N	producer,writer,director	tt0115126,tt0102015,tt0219408,tt0104187
nm0004044	Paul Janossy	1964	\N	camera_department,actor	tt0315983,tt0115734,tt0400497,tt0802948
nm0004045	Massimo Nouhra	\N	\N	miscellaneous,producer	tt0185183,tt0208988,tt0144117,tt0160009
nm0004046	Jean-Louis Nieuwbourg	\N	\N	production_manager,producer,location_management	tt0274117,tt0098396,tt0205422,tt1188983
nm0004047	Jack Sojka	1964	\N	producer,production_manager,writer	tt3082898,tt0284655,tt5613122,tt1233219
nm0004048	Paul Raimondi	\N	\N	cinematographer,director,producer	tt0115981,tt4563660
nm0004049	Peter Atherton	1974	\N	location_management,miscellaneous,actor	tt0758746,tt0405296,tt0212346,tt1065073
nm0004050	Scott Getzinger	1965	2012	art_department,writer,camera_department	tt0120461,tt0407304,tt0120685,tt0116629
nm0004051	Brian Cox	1946	\N	actor,soundtrack,producer	tt0091474,tt0268126,tt0290334,tt0332452
nm0004052	Bob Shaw	\N	\N	production_designer,art_department,art_director	tt0993846,tt0112864,tt0107978,tt1302006
nm0004053	Ray McCort	\N	\N	miscellaneous,visual_effects,stunts	tt0114011,tt0206275,tt0120611,tt0116040
nm0004054	Philip D. Schwartz	\N	\N	camera_department,cinematographer,actor	tt0303017,tt0373051,tt3730126,tt0113957
nm0004055	Marco Black	1970	\N	production_manager,producer,assistant_director	tt0313043,tt0302886,tt0373469,tt0251736
nm0004056	Andrew Stanton	1965	\N	writer,actor,producer	tt0120363,tt0910970,tt2277860,tt0266543
nm0004057	Marietta Carter-Narcisse	\N	\N	make_up_department,producer	tt0120184,tt0120768,tt0116908,tt0099653
nm0004058	Heidi Kneisl	\N	\N	actress,art_department,set_decorator	tt0167107,tt0113449
nm0004059	Yvon Sarray	1917	1990	actor	tt0272389,tt0197199,tt1063369,tt0852611
nm0004060	Morgana Rae	\N	\N	actress	tt0287659,tt0231496,tt0186988,tt0245841
nm0004061	Nicholas Kamenos	\N	\N	actor	tt0104136,tt0066672,tt0120921,tt0297625
nm0004062	François Dagenais	\N	\N	cinematographer,camera_department	tt0354990,tt6632666,tt1389072,tt0377713
nm0004063	François Dagenais	\N	\N	make_up_department,special_effects,visual_effects	tt0418819,tt4139588,tt0094761,tt1663662
nm0004064	Marco Sacerdoti	1958	\N	camera_department	tt0320661,tt0758774,tt0091474,tt1638355
nm0004065	André Gailhard	1885	1966	composer	tt0021321,tt0025892,tt0160657,tt0171222
nm0004066	Robbi Hinds	\N	\N	camera_department,visual_effects,cinematographer	tt0377713,tt0318236,tt0120609,tt0100464
nm0004067	Russell Yuen	1965	\N	actor,stunts,soundtrack	tt4502154,tt6977738,tt2543164,tt0319262
nm0004068	Suju Vijayan	\N	\N	producer,director,writer	tt0117070,tt2040562,tt0412517,tt0896232
nm0004069	Oliver Brzoska	\N	\N	assistant_director,script_department,miscellaneous	tt0276216,tt0243528,tt0243636,tt0319309
nm0004070	Niall Byrne	\N	\N	composer,music_department	tt5164184,tt6816780,tt7801964,tt9131050
nm0004071	Álvaro Curiel	1973	\N	director,assistant_director,writer	tt5355580,tt0388409,tt1174933,tt1076874
nm0004072	Kaizad Gustad	1968	\N	director,writer,miscellaneous	tt0819646,tt0330082,tt3309662,tt0168529
nm0004073	Jason Gondek	\N	\N	miscellaneous,art_department,actor	tt0309377,tt0327056,tt0119094,tt0186566
nm0004074	Igor Meglic	\N	\N	camera_department,cinematographer,assistant_director	tt4154664,tt0816711,tt1825683,tt1843866
nm0004075	Travis Price	1968	2015	visual_effects,animation_department,art_department	tt0120844,tt0848537,tt0120591,tt0234215
nm0004076	Jonny Vasic	\N	\N	producer,production_manager,miscellaneous	tt1852028,tt0222375,tt0256155,tt0165186
nm0004077	Klaus Christian Schreiber	1959	\N	actor,director,writer	tt0806910,tt0853076,tt0092004,tt1513068
nm0004078	Péter Politzer	1974	\N	director,editor,writer	tt0464955,tt6605846,tt2517586,tt0397857
nm0004079	Jim Michaels	1965	\N	visual_effects,producer,miscellaneous	tt0460681,tt0106057,tt0460637,tt3824722
nm0004080	Grant Viklund	\N	\N	visual_effects,animation_department,production_manager	tt0357277,tt0115857,tt0311429,tt0892782
nm0004081	Tom Delmar	1963	\N	stunts,assistant_director,actor	tt0117951,tt0102798,tt0120347,tt2372222
nm0004082	Geoff Marslett	\N	\N	actor,producer,director	tt9109086,tt1109488,tt11662660,tt2091343
nm0004083	Brent Crowell	\N	\N	assistant_director,production_manager,producer	tt4270458,tt0218839
nm0004084	Steven Nevius	1970	\N	editor,editorial_department,sound_department	tt0104257,tt0100157,tt0094812,tt0098635
nm0004085	Hilary Benson	\N	\N	producer,production_manager,miscellaneous	tt0787985,tt0117631,tt0377107,tt0360139
nm0004086	Penny Segal	\N	\N	producer,miscellaneous,production_manager	tt0202745,tt1991564,tt0099422,tt0099385
nm0004087	Howard Bernstein	1966	\N	producer,soundtrack,miscellaneous	tt0243655,tt0119746,tt0115754,tt0185937
nm0004088	László Kovács	1933	2007	cinematographer,camera_department,director	tt0075860,tt0065724,tt0087332,tt0064276
nm0004089	Matthew Irving	1971	\N	cinematographer,writer,camera_department	tt0473308,tt0348333,tt1699231,tt3491962
nm0004090	Eric Alan Edwards	1953	\N	cinematographer,camera_department,actor	tt0118887,tt0102494,tt0097240,tt0478311
nm0004091	Tom Fillingham	\N	\N	camera_department,cinematographer	tt0280380,tt0086346,tt0245674,tt0250687
nm0004092	Jean-Marc Félio	1953	\N	producer,production_manager,director	tt0099333,tt0295254,tt0158671,tt0138035
nm0004093	Travis Davis	1968	2009	actor,director,producer	tt0758746,tt0491117,tt1160368,tt0443454
nm0004094	Betsy Thomas	1966	\N	producer,writer,director	tt1850458,tt5462364,tt0496356,tt7768346
nm0004095	Bobbie Phillips	1968	\N	actress,producer,writer	tt0174543,tt0112086,tt8387520,tt4677244
nm0004096	Leesa Castaneda	1969	\N	actress	tt0138330,tt0176560,tt0115126,tt0106126
nm0004097	Alec Von Bargen	1972	\N	actor,miscellaneous,art_director	tt0362107,tt13892558,tt0122347,tt10851662
nm0004098	Ellen Wheeler	1961	\N	producer,actress,director	tt0065272,tt0057731,tt0048845,tt0044265
nm0004099	Jayant	1915	1975	actor	tt0155600,tt0273681,tt0157064,tt0156048
nm0004100	Jayant	1949	\N	actor	tt0081518
nm0004101	Michael Perry	\N	\N	production_designer,art_department,art_director	tt5691670,tt9620292,tt3235888,tt1448755
nm0004102	Marc Sadeghi	\N	\N	visual_effects,editorial_department,producer	tt0371746,tt1392170,tt1077258,tt0319262
nm0004103	Michael Derbas	\N	\N	producer,camera_department,actor	tt0385961,tt0233656,tt0263746,tt0402910
nm0004104	Harry Shannon	1948	\N	soundtrack,music_department,actor	tt0101664,tt0105698,tt0075950,tt0103772
nm0004105	Jay Sandrich	1932	\N	director,assistant_director,producer	tt0086687,tt0065314,tt0053510,tt0075584
nm0004106	Gregory Ruzzin	1964	\N	director,producer,actor	tt0100230,tt0282965,tt0112540,tt0197570
nm0004107	Darrin Klimek	1970	\N	actor,cinematographer,producer	tt0110598,tt0111964,tt0213327,tt0285531
nm0004108	Brett Miller	\N	\N	producer,actor	tt6587668,tt0095188
nm0004109	Gulshan Grover	1955	\N	actor,music_department	tt0150433,tt1805263,tt5912310,tt0120087
nm0004110	Carl R. Botefuhr	1925	1996	actor	tt0062568,tt0022812
nm0004111	Mark Frost	1953	\N	writer,producer,miscellaneous	tt0081873,tt0120667,tt0098936,tt4093826
nm0004112	Mark Frost	1968	\N	actor	tt4348012,tt0223268,tt1250890,tt3636060
nm0004113	Halina Dobrowolska	1929	2016	production_designer,art_director,art_department	tt0101765,tt0257289,tt0188387,tt0111507
nm0004114	Halina Dobrowolska	1930	1999	actress	tt0049555,tt0048126,tt0182607,tt0441074
nm0004115	Thom Tierney	\N	\N	actor	tt0283889,tt0118798,tt0178229,tt0982881
nm0004116	Larry D. Horricks	1960	\N	camera_department,assistant_director,visual_effects	tt3079380,tt9179096,tt5460858,tt3062096
nm0004117	Roger Bondelli	\N	\N	editor,editorial_department,producer	tt0119190,tt0088571,tt0116409,tt0101055
nm0004118	Marie Nardella	\N	\N	make_up_department,art_department	tt0370032,tt0290095,tt0489099,tt0318627
nm0004119	Kurt Hall	\N	\N	editorial_department,camera_department,visual_effects	tt0105690,tt0218817,tt0266452,tt0467695
nm0004120	George Tarrant	1955	\N	sound_department	tt0106087,tt0821638,tt0409572,tt0281373
nm0004121	Mikael Salomon	1945	\N	director,cinematographer,producer	tt0185906,tt1210820,tt0384766,tt0096754
nm0004122	Robert Bolt	1924	1995	writer,director,actor	tt0059113,tt0060665,tt0091530,tt0056172
nm0004123	Dave Kluft	1968	\N	producer	tt0199372,tt0243741
nm0004124	Laurent Herbiet	1961	\N	assistant_director,writer,director	tt2294727,tt0800135,tt1883242,tt5736758
nm0004125	Radan Popovic	\N	\N	cinematographer,camera_department,actor	tt1389072,tt0126886,tt10927414,tt1821549
nm0004126	Ian Gilmour	1955	\N	director,actor,camera_department	tt0240278,tt0329814,tt0121956,tt0292515
nm0004127	David McKail	1938	\N	actor	tt0056751,tt0108967,tt0458339,tt0408236
nm0004128	Craig Campobasso	\N	\N	casting_director,casting_department,producer	tt0259685,tt2645374,tt1334553,tt0346156
nm0004129	Sheri Bylander	\N	\N	editor,editorial_department,producer	tt5191110,tt10327526,tt3729898,tt2149175
nm0004130	Adina Shore	1971	\N	make_up_department,camera_department,miscellaneous	tt0338337,tt0429493,tt1324999,tt1964418
nm0004131	Antoine Beau	\N	\N	assistant_director,production_manager,producer	tt0444182,tt0166656,tt1784515,tt0101318
nm0004132	Jill Footlick	\N	\N	producer,production_manager,miscellaneous	tt0203230,tt0171804,tt4635282,tt5057054
nm0004133	Aure Atika	1970	\N	actress,director,writer	tt1285246,tt0464913,tt0411270,tt1399664
nm0004134	Tasma Walton	1973	\N	actress	tt7298596,tt0448610,tt1587000,tt4649420
nm0004135	Jeffrey Kaplan	\N	\N	sound_department,music_department,producer	tt10276114,tt2261391,tt0098844,tt0120201
nm0004137	Tia Texada	1971	\N	actress	tt0460690,tt0197182
nm0004138	Vince Corazza	1972	\N	actor	tt0114327,tt0338852,tt0144120,tt0285861
nm0004139	Murilo Salles	1950	\N	cinematographer,director,writer	tt0115929,tt0133131,tt0334316,tt0093059
nm0004140	Steve Arnold	1953	\N	production_designer,art_director,art_department	tt1478338,tt0145487,tt0119094,tt1856010
nm0004141	Pazz Neglia	\N	\N	assistant_director,stunts,miscellaneous	tt11671006,tt9059594,tt3230854,tt5774002
nm0004142	Michael Grady	\N	\N	cinematographer,camera_department	tt0470705,tt1433108,tt1282140,tt1838544
nm0004143	Michael Grady	\N	\N	camera_department	tt0119695,tt0116629,tt0307479,tt0325710
nm0004144	Joanne Ottaviano	\N	\N	make_up_department	tt0171791,tt0219756,tt0117958,tt0133122
nm0004145	Peter Lance	1948	\N	writer,producer,miscellaneous	tt0115351,tt0106067,tt0092484,tt0112022
nm0004146	Mikko Nousiainen	1938	2011	actor	tt0437273,tt0120427,tt0124152,tt0138664
nm0004147	Mikko Nousiainen	1975	\N	actor,soundtrack	tt1067580,tt1145479,tt0188356,tt0328432
nm0004148	Don Kirshner	1934	2011	music_department,producer,composer	tt0075166,tt0455585,tt0066469,tt0198188
nm0004149	Bo Svenson	1941	\N	actor,writer,producer	tt0378194,tt0076028,tt0361748,tt0073075
nm0004150	Jeremy Benning	1974	\N	cinematographer,camera_department,producer	tt1680305,tt3230854,tt2299248,tt1934472
nm0004151	Jennifer Ann Henry	1973	2017	camera_department,cinematographer,actress	tt0206314,tt0319262,tt0450405,tt0311113
nm0004152	Roel Reiné	1969	\N	director,producer,cinematographer	tt10098580,tt2375692,tt2934286,tt2544766
nm0004153	Carol Goldwasser	1957	\N	casting_director,casting_department,miscellaneous	tt7631348,tt1830491,tt0493093,tt8140732
nm0004154	Peter Thomas	1959	2006	sound_department	tt0325537,tt0349710,tt0384286,tt0144168
nm0004155	Daniel A. Valverde	1961	\N	editor,editorial_department,actor	tt6110648,tt0105046,tt0115237,tt2149175
nm0004156	Shawn Murphy	1948	\N	music_department,sound_department,soundtrack	tt0107290,tt0117060,tt0397535,tt0120915
nm0004157	TyRuben Ellingson	\N	\N	art_department,visual_effects,animation_department	tt1663662,tt0822847,tt0107290,tt0499549
nm0004158	Emily Ferry	\N	\N	art_department,set_decorator	tt0952640,tt3609352,tt0397535,tt0119177
nm0004159	Tom Tangen	1961	\N	miscellaneous,actor,producer	tt1411238,tt0246578,tt0415298,tt0092086
nm0004160	Jan Lipsansky	1968	\N	writer,director,script_department	tt0244681,tt0273928,tt0240000,tt0244785
nm0004161	Mark Roper	1958	\N	director,assistant_director,writer	tt4160708,tt0884224,tt1480295,tt0816462
nm0004162	Patti Podesta	\N	\N	production_designer,art_department,miscellaneous	tt0758752,tt0209144,tt0107290,tt0115736
nm0004163	Marco Guidone	1966	\N	producer,assistant_director,miscellaneous	tt0400773,tt0107426,tt0246677,tt0460808
nm0004164	Bob Brooks	\N	\N	editor,editorial_department,camera_department	tt0116026,tt0115237,tt0117481,tt0127398
nm0004165	Lance W. Dreesen	\N	\N	producer,writer,director	tt0488962,tt0896533,tt0211661,tt0484022
nm0004166	Adam Hackbarth	1973	\N	miscellaneous,actor,writer	tt0349612,tt0489024,tt0462485,tt0427688
nm0004167	Bart DeFinna	\N	\N	actor	tt0096310,tt11096780,tt0265803,tt1190689
nm0004168	Aaron Griffith	\N	\N	casting_director,casting_department,executive	tt1485761,tt0828158,tt0301470
nm0004169	Bo Kane	\N	\N	actor	tt0108551,tt3566726,tt10323338,tt5691552
nm0004170	Bob Kane	1915	1998	writer,miscellaneous,art_department	tt0103776,tt0468569,tt0372784,tt0096895
nm0004171	Drew Wood	\N	\N	actor	tt0069739,tt0072993,tt0056751,tt0224883
nm0004172	Drew Wood	1976	\N	actor	tt0247082,tt0292644,tt0115937,tt0158552
nm0004173	Charlotte Fontijn	\N	\N	script_department,actress,assistant_director	tt0317919,tt0892318,tt0384766,tt0123095
nm0004174	Frederick Howard	\N	\N	sound_department,music_department,producer	tt0157503,tt0446013,tt0116922,tt0970416
nm0004175	Jonathan Short	1959	2006	art_department,art_director	tt0330793,tt0210945,tt0319061,tt0190590
nm0004176	Lisa C. Satriano	\N	\N	assistant_director,producer,director	tt0158206,tt0145487,tt3501632,tt1825683
nm0004177	Tiffany Smith	\N	\N	visual_effects,producer,production_manager	tt0149261,tt0298814,tt0377062,tt1458175
nm0004178	Jeff Wolfe	\N	\N	stunts,assistant_director,actor	tt2070791,tt0383574,tt0848228,tt3503196
nm0004179	Helene Egelund	1965	\N	actress	tt0494216,tt1570091,tt0128007,tt0131674
nm0004180	Dick Vosburgh	1929	2007	writer,actor,script_department	tt1589785,tt0059985,tt0054530,tt0164289
nm0004181	Ronald Shore	\N	\N	producer,actor,casting_department	tt0237199,tt1754457,tt1114256,tt0317640
nm0004182	Frank Petzold	\N	\N	visual_effects,special_effects,camera_department	tt0120591,tt0918940,tt0164052,tt0120201
nm0004183	Tom P. Murphy	1951	\N	actor	tt0129290,tt0241793,tt0180451
nm0004184	Robert Dassanowsky	1956	\N	producer,actor,miscellaneous	tt3754752,tt6342064,tt10468276,tt0481470
nm0004185	Paul Roer	\N	\N	art_department	tt0180093,tt0259484,tt0227005,tt0250081
nm0004186	Peter Hanrahan	\N	\N	editorial_department,miscellaneous,producer	tt0791055,tt0127998,tt0285751,tt1007810
nm0004187	Casey Cannon	\N	\N	visual_effects,producer,writer	tt0119654,tt0114558,tt0164052,tt0120201
nm0004188	Rea Tajiri	1958	\N	director,writer,producer	tt5825812,tt14650084,tt0108233,tt0285191
nm0004189	Tamara Johnson	\N	\N	sound_department,music_department,producer	tt2112307,tt2785032,tt3333980,tt1024715
nm0004190	Glenn Dreher	\N	\N	assistant_director	tt0118570,tt0268805,tt0239330,tt0184894
nm0004191	Ricard Casals	1949	\N	sound_department,composer	tt1454523,tt0104545,tt0102788,tt1649444
nm0004192	Kenny Hotz	1967	\N	writer,producer,director	tt0443765,tt13512094,tt0384746,tt0245173
nm0004193	Debbie Rochon	1968	\N	actress,producer,writer	tt1937154,tt2551446,tt1401631,tt2274752
nm0004194	Lyn Pinezich	\N	\N	production_manager,location_management,producer	tt0949731,tt0993840,tt1291150,tt0407304
nm0004195	Gabriel Figueroa	1907	1997	cinematographer,camera_department	tt0040715,tt0037054,tt0042804,tt0037981
nm0004196	Verne Nobles	1938	\N	writer,producer,director	tt0243609,tt0906763,tt0409811,tt0077099
nm0004197	Vern Nobles Jr.	\N	\N	camera_department,cinematographer,assistant_director	tt1320253,tt0114508,tt1509767,tt0111257
nm0004198	David Acord	\N	\N	sound_department,actor,miscellaneous	tt2527338,tt6334354,tt8111088,tt5776858
nm0004199	Nicolas Amiache	\N	\N	assistant_director,production_manager	tt0441912,tt0363263,tt0225605,tt0330247
nm0004200	John Ian Briody	\N	\N	miscellaneous,assistant_director	tt0155267,tt0186975,tt0132512,tt0142192
nm0004201	Neil Cedar	\N	\N	sound_department,actor,miscellaneous	tt0115641,tt0240515,tt2149175,tt0473308
nm0004202	Jean-Pierre Duret	1953	\N	sound_department,director,writer	tt1270680,tt2737050,tt0092593,tt2054790
nm0004203	Abi Feijó	1956	\N	director,producer,editor	tt0121606,tt0298277,tt5573970,tt0108030
nm0004204	Peter Freeman	\N	\N	assistant_director,casting_department,production_manager	tt6475714,tt9814116,tt2708480,tt7801780
nm0004205	John Frick	\N	\N	art_director,art_department,production_designer	tt1403865,tt0133751,tt1458175,tt0387808
nm0004206	Goran Gajic	1962	\N	director,actor,writer	tt0244627,tt4455788,tt9861884,tt0105946
nm0004207	Giel van Geloven	1972	\N	sound_department,music_department,camera_department	tt0239020,tt0808174,tt1129447,tt4168248
nm0004208	Gabriel Guy	1976	\N	sound_department,music_department,actor	tt0346156,tt2294629,tt2245084,tt2948356
nm0004209	E.B. Hughes	1968	\N	director,writer,producer	tt1496831,tt6745550,tt1476425,tt12386008
nm0004210	Nicholas Korda	1945	2018	sound_department,editorial_department,music_department	tt0498380,tt0418689,tt0140352,tt0111280
nm0004211	Nikolas Korda	1963	\N	assistant_director,production_manager,producer	tt3896198,tt2015381,tt0167260,tt0918940
nm0004212	Peter F. Kurland	\N	\N	sound_department,producer,miscellaneous	tt0477348,tt0358273,tt1403865,tt0119654
nm0004213	Cliff Latimer	\N	\N	sound_department,miscellaneous,editorial_department	tt0107076,tt0113277,tt0115857,tt0119177
nm0004214	Bey Logan	1963	\N	producer,actor,writer	tt0288045,tt0865556,tt8180932,tt4327752
